User Name,First Name,Last Name,E-mail Address,forceReset,Password,Company,Job Title,Location,Telephone,Mobile,Skype,IM,Google User Name,Address,Address Line 2,Address Line 3,Post Code,Telephone,Fax,Email,siteid,role,groups
OCM_GEM_CONSUMER,Sharon,Howard,email@fakeuseremail.comm,FALSE,Test#123,OCM_GLOBAL_EMERGING_MARKET_CONSUMER,Web administrator,Forest Heights, 209-359-4083,,,,,,,,,,,Sharon.Howard@nothing.com,,,"GROUP_OCM_GLOBAL_EMERGING_MARKET_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_GEM_CONTRIBUTOR,Paula,Simmons,email@fakeuseremail.comm,FALSE,Test#123,OCM_GLOBAL_EMERGING_MARKET_CONTRIBUTOR,Chief of operations,Forest Heights,216-399-1680,,,,,,,,,,,Paula.Simmons@nothing.com,,,"GROUP_OCM_GLOBAL_EMERGING_MARKET_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_GEM_MANAGER,Russell,Wood,email@fakeuseremail.comm,FALSE,Test#123,OCM_GLOBAL_EMERGING_MARKET_MANAGER,Marketing coordinator,Forest Heights,305-718-3383,,,,,,,,,,,Russell.Wood@nothing.com,,,"GROUP_OCM_GLOBAL_EMERGING_MARKET_MANAGER,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_MI_COLLABORATOR,Kenneth,Anderson,email@fakeuseremail.comm,FALSE,Test#123,OCM_MARKET_INTELLIGENCE_COLLABORATOR,Team lead,North Brentwood,332-548-9850,,,,,,,,,,,Kenneth.Anderson@nothing.com,,,"GROUP_OCM_MARKET_INTELLIGENCE_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_MI_CONSUMER,Gerald,Ross,email@fakeuseremail.comm,FALSE,Test#123,OCM_MARKET_INTELLIGENCE_CONSUMER,Principal,Clear Spring,203-929-1730,,,,,,,,,,,Gerald.Ross@nothing.com,,,"GROUP_OCM_MARKET_INTELLIGENCE_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_MI_CONTRIBUTOR,Ernest,Phillips,email@fakeuseremail.comm,FALSE,Test#123,OCM_MARKET_INTELLIGENCE_CONTRIBUTOR,Web administrator,Forest Heights,229-799-3040,,,,,,,,,,,Ernest.Phillips@nothing.com,,,"GROUP_OCM_MARKET_INTELLIGENCE_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OCM_MI_MANAGER,Ralph,Campbell,email@fakeuseremail.comm,FALSE,Test#123,OCM_MARKET_INTELLIGENCE_MANAGER,Chief of operations,Forest Heights,224-777-8772,,,,,,,,,,,Ralph.Campbell@nothing.com,,,"GROUP_OCM_MARKET_INTELLIGENCE_MANAGER,GROUP_GNMA_APM_CONSUMER,site_ocm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_OCM_HISTORICAL_DOCUMENTS_CONSUMER"
OIPM_MH_COLLABORATOR,Bobby,Henderson,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MANUFACTURED_HOUSING_COLLABORATOR,Chief of operations,Baltimore,325-457-9372,,,,,,,,,,,Bobby.Henderson@nothing.com,,,"GROUP_OIPM_MANUFACTURED_HOUSING_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MH_CONSUMER,Johnny,Murphy,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MANUFACTURED_HOUSING_CONSUMER,Executive,Brunswick,228-587-3965,,,,,,,,,,,Johnny.Murphy@nothing.com,,,"GROUP_OIPM_MANUFACTURED_HOUSING_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MH_CONTRIBUTOR,Janet,Collins,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MANUFACTURED_HOUSING_CONTRIBUTOR,Director,Brunswick,203-929-1730,,,,,,,,,,,Janet.Collins@nothing.com,,,"GROUP_OIPM_MANUFACTURED_HOUSING_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MH_MANAGER,Lisa,Turner,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MANUFACTURED_HOUSING_MANAGER,Director,Brunswick,229-799-3040,,,,,,,,,,,Lisa.Turner@nothing.com,,,"GROUP_OIPM_MANUFACTURED_HOUSING_MANAGER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MAM_COLLABORATOR,Amy,Rivera,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MONITORING_AND_ASSET_MANAGEMENT_COLLABORATOR,Principal,Clear Spring,224-777-8772,,,,,,,,,,,Amy.Rivera@nothing.com,,,"GROUP_OIPM_MONITORING_AND_ASSET_MANAGEMENT_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MAM_CONSUMER,Stephanie,Mitchell,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MONITORING_AND_ASSET_MANAGEMENT_CONSUMER,Web administrator,Forest Heights, 209-359-4084,,,,,,,,,,,Stephanie.Mitchell@nothing.com,,,"GROUP_OIPM_MONITORING_AND_ASSET_MANAGEMENT_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MAM_CONTRIBUTOR,David,Robinson,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MONITORING_AND_ASSET_MANAGEMENT_CONTRIBUTOR,Chief of operations,Forest Heights,216-399-1681,,,,,,,,,,,David.Robinson@nothing.com,,,"GROUP_OIPM_MONITORING_AND_ASSET_MANAGEMENT_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MAM_MANAGER,Elizabeth,Perez,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MONITORING_AND_ASSET_MANAGEMENT_MANAGER,Marketing coordinator,Forest Heights,305-718-3384,,,,,,,,,,,Elizabeth.Perez@nothing.com,,,"GROUP_OIPM_MONITORING_AND_ASSET_MANAGEMENT_MANAGER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MF_COLLABORATOR,Marilyn,Hernandez,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MULTIFAMILY_COLLABORATOR,Team lead,North Brentwood,332-548-9851,,,,,,,,,,,Marilyn.Hernandez@nothing.com,,,"GROUP_OIPM_MULTIFAMILY_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MF_CONSUMER,Nancy,Johnson,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MULTIFAMILY_CONSUMER,Principal,Clear Spring,203-929-1731,,,,,,,,,,,Nancy.Johnson@nothing.com,,,"GROUP_OIPM_MULTIFAMILY_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MF_CONTRIBUTOR,Harry,Russell,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MULTIFAMILY_CONTRIBUTOR,Web administrator,Forest Heights,229-799-3041,,,,,,,,,,,Harry.Russell@nothing.com,,,"GROUP_OIPM_MULTIFAMILY_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_MF_MANAGER,Jacqueline,Carter,email@fakeuseremail.comm,FALSE,Test#123,OIPM_MULTIFAMILY_MANAGER,Chief of operations,Forest Heights,224-777-8773,,,,,,,,,,,Jacqueline.Carter@nothing.com,,,"GROUP_OIPM_MULTIFAMILY_MANAGER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_RECORD_CONTRIBUTORS"
OIPM_SF_COLLABORATOR,Walter,Clark,email@fakeuseremail.comm,FALSE,Test#123,OIPM_SINGLE_FAMILY_COLLABORATOR,Chief of operations,Baltimore,325-457-9373,,,,,,,,,,,Walter.Clark@nothing.com,,,"GROUP_OIPM_SINGLE_FAMILY_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_SF_CONSUMER,Cheryl,Parker,email@fakeuseremail.comm,FALSE,Test#123,OIPM_SINGLE_FAMILY_CONSUMER,Executive,Brunswick,228-587-3966,,,,,,,,,,,Cheryl.Parker@nothing.com,,,"GROUP_OIPM_SINGLE_FAMILY_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_SF_CONTRIBUTOR,Paul,Richardson,email@fakeuseremail.comm,FALSE,Test#123,OIPM_SINGLE_FAMILY_CONTRIBUTOR,Director,Brunswick,203-929-1731,,,,,,,,,,,Paul.Richardson@nothing.com,,,"GROUP_OIPM_SINGLE_FAMILY_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer"
OIPM_SF_MANAGER,Ashley,Davis,email@fakeuseremail.comm,FALSE,Test#123,OIPM_SINGLE_FAMILY_MANAGER,Director,Brunswick,229-799-3041,,,,,,,,,,,Ashley.Davis@nothing.com,,,"GROUP_OIPM_SINGLE_FAMILY_MANAGER,GROUP_GNMA_APM_CONSUMER,site_oipm_SiteConsumer,site_ginnie-mae-public_SiteConsumer,GROUP_RECORD_CONTRIBUTORS"
OMO_AMD_COLLABORATOR,Judith,Taylor,email@fakeuseremail.comm,FALSE,Test#123,OMO_AMD_COLLABORATOR,Principal,Clear Spring,224-777-8773,,,,,,,,,,,Judith.Taylor@nothing.com,,,"GROUP_OMO_AMD_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_AMD_CONSUMER,Annie,Ward,email@fakeuseremail.comm,FALSE,Test#123,OMO_AMD_CONSUMER,Web administrator,Forest Heights, 209-359-4085,,,,,,,,,,,Annie.Ward@nothing.com,,,"GROUP_OMO_AMD_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_AMD_CONTRIBUTOR,Victor,Torres,email@fakeuseremail.comm,FALSE,Test#123,OMO_AMD_CONTRIBUTOR,Chief of operations,Forest Heights,216-399-1682,,,,,,,,,,,Victor.Torres@nothing.com,,,"GROUP_OMO_AMD_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_AMD_MANAGER,Benjamin,Cooper,email@fakeuseremail.comm,FALSE,Test#123,OMO_AMD_MANAGER,Marketing coordinator,Forest Heights,305-718-3385,,,,,,,,,,,Benjamin.Cooper@nothing.com,,,"GROUP_OMO_AMD_MANAGER,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_WIT_COLLABORATOR,Judith,Taylor,email@fakeuseremail.comm,FALSE,Test#123,OMO_WIT_COLLABORATOR,Principal,Clear Spring,224-777-8773,,,,,,,,,,,Judith.Taylor@nothing.com,,,"GROUP_OMO_WIT_COLLABORATOR,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_WIT_CONSUMER,Annie,Ward,email@fakeuseremail.comm,FALSE,Test#123,OMO_WIT_CONSUMER,Web administrator,Forest Heights, 209-359-4085,,,,,,,,,,,Annie.Ward@nothing.com,,,"GROUP_OMO_WIT_CONSUMER,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_WIT_CONTRIBUTOR,Victor,Torres,email@fakeuseremail.comm,FALSE,Test#123,OMO_WIT_CONTRIBUTOR,Chief of operations,Forest Heights,216-399-1682,,,,,,,,,,,Victor.Torres@nothing.com,,,"GROUP_OMO_WIT_CONTRIBUTOR,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OMO_WIT_MANAGER,Benjamin,Cooper,email@fakeuseremail.comm,FALSE,Test#123,OMO_WIT_MANAGER,Marketing coordinator,Forest Heights,305-718-3385,,,,,,,,,,,Benjamin.Cooper@nothing.com,,,"GROUP_OMO_WIT_MANAGER,GROUP_GNMA_APM_CONSUMER,site_ginnie-mae-public_SiteConsumer,site_omo_SiteConsumer"
OPEVP_SSPC_MANAGER,Sharon,Hudson,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_SSPC_MANAGER,Director,Brunswick,203-929-1731,,,,,,,,,,,Sharon.Hudson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_SSPC_MANAGER,site_ginnie-mae-public_SiteConsumer"
OPEVP_SSPC_CONTRIBUTOR,John,Singleton,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_SSPC_CONTRIBUTOR,Director,Brunswick,229-799-3041,,,,,,,,,,,John.Singleton@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_SSPC_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
OPEVP_SSPC_COLLABORATOR,Juan,Hobbs,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_SSPC_COLLABORATOR,Principal,Clear Spring,224-777-8773,,,,,,,,,,,Juan.Hobbs@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_SSPC_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
OPEVP_SSPC_CONSUMER,Nathan,Acosta,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_SSPC_CONSUMER,Web administrator,Forest Heights, 209-359-4085,,,,,,,,,,,Nathan.Acosta@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_SSPC_CONSUMER,site_ginnie-mae-public_SiteConsumer"
OPEVP_TFG_MANAGER,Tammy,Persible,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_TFG_MANAGER,Director,Brunswick,203-929-1731,,,,,,,,,,,Tammy.Persible@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_TFG_MANAGER,site_ginnie-mae-public_SiteConsumer"
OPEVP_TFG_CONTRIBUTOR,Barbera,Jakenson,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_TFG_CONTRIBUTOR,Director,Brunswick,229-799-3041,,,,,,,,,,,Barbera.Jakenson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_TFG_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
OPEVP_TFG_COLLABORATOR,Kristine,Harold,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_TFG_COLLABORATOR,Principal,Clear Spring,224-777-8773,,,,,,,,,,,Kristine.Harold@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_TFG_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
OPEVP_TFG_CONSUMER,Johnny,Arnold,email@fakeuseremail.comm,FALSE,Test#123,OPEVP_TFG_CONSUMER,Web administrator,Forest Heights, 209-359-4085,,,,,,,,,,,Johnny.Arnold@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_opevp_SiteConsumer,GROUP_OPEVP_TFG_CONSUMER,site_ginnie-mae-public_SiteConsumer"
CCR_MEDIA_MANAGER,Jennifer,Griffin,email@fakeuseremail.comm,FALSE,Test#123,CCR_MEDIA_MANAGER,Chief of operations,Forest Heights,216-399-1682,,,,,,,,,,,Jennifer.Griffin@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_MEDIA_MANAGER,site_ginnie-mae-public_SiteConsumer"
CCR_MEDIA_CONTRIBUTOR,John,Miller,email@fakeuseremail.comm,FALSE,Test#123,CCR_MEDIA_CONTRIBUTOR,Marketing coordinator,Forest Heights,305-718-3385,,,,,,,,,,,John.Miller@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_MEDIA_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
CCR_MEDIA_COLLABORATOR,Tina,Wright,email@fakeuseremail.comm,FALSE,Test#123,CCR_MEDIA_COLLABORATOR,Team lead,North Brentwood,332-548-9852,,,,,,,,,,,Tina.Wright@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_MEDIA_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
CCR_MEDIA_CONSUMER,James,Taylor,email@fakeuseremail.comm,FALSE,Test#123,CCR_MEDIA_CONSUMER,Principal,Clear Spring,203-929-1732,,,,,,,,,,,James.Taylor@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_MEDIA_CONSUMER,site_ginnie-mae-public_SiteConsumer"
CCR_INDASSOC_MANAGER,Luis,Hall,email@fakeuseremail.comm,FALSE,Test#123,CCR_INDASSOC_MANAGER,Web administrator,Forest Heights,229-799-3042,,,,,,,,,,,Luis.Hall@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_INDASSOC_MANAGER,site_ginnie-mae-public_SiteConsumer"
CCR_INDASSOC_CONTRIBUTOR,Jacob,Simpson,email@fakeuseremail.comm,FALSE,Test#123,CCR_INDASSOC_CONTRIBUTOR,Chief of operations,Forest Heights,224-777-8774,,,,,,,,,,,Jacob.Simpson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_INDASSOC_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
CCR_INDASSOC_COLLABORATOR,Amber,Gaines,email@fakeuseremail.comm,FALSE,Test#123,CCR_INDASSOC_COLLABORATOR,Chief of operations,Baltimore,325-457-9374,,,,,,,,,,,Amber.Gaines@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_INDASSOC_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
CCR_INDASSOC_CONSUMER,Daniel,Erickson,email@fakeuseremail.comm,FALSE,Test#123,CCR_INDASSOC_CONSUMER,Executive,Brunswick,228-587-3967,,,,,,,,,,,Daniel.Erickson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_INDASSOC_CONSUMER,site_ginnie-mae-public_SiteConsumer"
CCR_HUDOPA_MANAGER,Desiree,Sweeney,email@fakeuseremail.comm,FALSE,Test#123,CCR_HUDOPA_MANAGER,Director,Brunswick,203-929-1732,,,,,,,,,,,Desiree.Sweeney@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_HUDOPA_MANAGER,site_ginnie-mae-public_SiteConsumer"
CCR_HUDOPA_CONTRIBUTOR,Brittany,Nelson,email@fakeuseremail.comm,FALSE,Test#123,CCR_HUDOPA_CONTRIBUTOR,Director,Brunswick,229-799-3042,,,,,,,,,,,Brittany.Nelson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_HUDOPA_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
CCR_HUDOPA_COLLABORATOR,Cathy,Cruz,email@fakeuseremail.comm,FALSE,Test#123,CCR_HUDOPA_COLLABORATOR,Principal,Clear Spring,224-777-8774,,,,,,,,,,,Cathy.Cruz@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_HUDOPA_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
CCR_HUDOPA_CONSUMER,Hannah,Fuller,email@fakeuseremail.comm,FALSE,Test#123,CCR_HUDOPA_CONSUMER,Web administrator,Forest Heights, 209-359-4086,,,,,,,,,,,Hannah.Fuller@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_HUDOPA_CONSUMER,site_ginnie-mae-public_SiteConsumer"
CCR_OCIR_MANAGER,Crystal,Hudson,email@fakeuseremail.comm,FALSE,Test#123,CCR_OCIR_MANAGER,Chief of operations,Forest Heights,216-399-1683,,,,,,,,,,,Crystal.Hudson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_OCIR_MANAGER,site_ginnie-mae-public_SiteConsumer"
CCR_OCIR_CONTRIBUTOR,Deborah,Norris,email@fakeuseremail.comm,FALSE,Test#123,CCR_OCIR_CONTRIBUTOR,Marketing coordinator,Forest Heights,305-718-3386,,,,,,,,,,,Deborah.Norris@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_OCIR_CONTRIBUTOR,site_ginnie-mae-public_SiteConsumer"
CCR_OCIR_COLLABORATOR,David,Lyons,email@fakeuseremail.comm,FALSE,Test#123,CCR_OCIR_COLLABORATOR,Team lead,North Brentwood,332-548-9853,,,,,,,,,,,David.Lyons@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_OCIR_COLLABORATOR,site_ginnie-mae-public_SiteConsumer"
CCR_OCIR_CONSUMER,Felicia,Roberson,email@fakeuseremail.comm,FALSE,Test#123,CCR_OCIR_CONSUMER,Principal,Clear Spring,203-929-1733,,,,,,,,,,,Felicia.Roberson@nothing.com,,,"GROUP_GNMA_APM_CONSUMER,GROUP_site_ccr_SiteConsumer,GROUP_CCR_OCIR_CONSUMER,site_ginnie-mae-public_SiteConsumer"
